date,ESP_real_estate_f1__ESP_real_estate_f2
2015-04-10,-0.8476902677211823
2015-04-13,-0.8486603200511216
2015-04-14,-0.8494173897307589
2015-04-15,-0.8500081528198422
2015-04-16,-0.8504690936343628
2015-04-17,-0.85082871333618
2015-04-20,-0.8511092676375767
2015-04-21,-0.8513281303420074
2015-04-22,-0.8514988613962885
2015-04-23,-0.8516320424925767
2015-04-24,-0.8517359302740033
2015-04-27,-0.851816966663095
2015-04-28,-0.8518801774002829
2015-04-29,-0.8519294831872939
2015-04-30,-0.8519679425466167
2015-05-01,-0.852503174310483
2015-05-04,-0.8524156579592792
2015-05-05,-0.8523475393081833
2015-05-06,-0.8522945045733843
2015-05-07,-0.8522531973472091
2015-05-08,-0.8522210143070732
2015-05-11,-0.8521959338860947
2015-05-12,-0.8521763847982677
2015-05-13,-0.8521611448305473
2015-05-14,-0.8521492627297598
2015-05-15,-0.8521399977847235
2015-05-18,-0.8521327730136052
2015-05-19,-0.8521271388420266
2015-05-20,-0.8521227448894219
2015-05-21,-0.8521193180341584
2015-05-22,-0.852116645348136
2015-05-25,-0.8521145608124989
2015-05-26,-0.8521129349721842
2015-05-27,-0.8521116668764056
2015-05-28,-0.8521106777982753
2015-05-29,-0.8521099063398007
2015-06-01,-0.8521093046160261
2015-06-02,-0.852108835280028
2015-06-03,-0.8521084692032501
2015-06-04,-0.8521081836666666
2015-06-05,-0.852107960950202
2015-06-08,-0.8521077872326676
2015-06-09,-0.852107651733823
2015-06-10,-0.8521075460452598
2015-06-11,-0.8521074636085292
2015-06-12,-0.852107399308109
2015-06-15,-0.8521073491539343
2015-06-16,-0.8521073100337824
2015-06-17,-0.8521072795201357
2015-06-18,-0.8521072557195413
2015-06-19,-0.8521072371551132
2015-06-22,-0.8521072226748851
2015-06-23,-0.8521072113803257
2015-06-24,-0.8521072025705831
2015-06-25,-0.8521071956989942
2015-06-26,-0.8521071903391628
2015-06-29,-0.8521071861584998
2015-06-30,-0.8521071828975875
2015-07-01,-0.8510952990047383
2015-07-02,-0.8512491527501304
2015-07-03,-0.8513952450757145
2015-07-06,-0.8515253520139822
2015-07-07,-0.8516367268298515
2015-07-08,-0.8517296476764334
2015-07-09,-0.8518058206323021
2015-07-10,-0.8518674905160847
2015-07-13,-0.8519169683714011
2015-07-14,-0.8519563994914835
2015-07-15,-0.8519876666201446
2015-07-16,-0.8520123661525266
2015-07-17,-0.852031821277955
2015-07-20,-0.8520471116423093
2015-07-21,-0.8520591083525516
2015-07-22,-0.8520685085286438
2015-07-23,-0.8520758666773586
2015-07-24,-0.8520816218613961
2015-07-27,-0.8520861205355287
2015-07-28,-0.8520896353605985
2015-07-29,-0.8520923804886203
2015-07-30,-0.8520945238567258
2015-07-31,-0.8520961970026525
2015-08-03,-0.851620394483205
2015-08-04,-0.8517200053191996
2015-08-05,-0.8517998285710897
2015-08-06,-0.8518634018108865
2015-08-07,-0.851913784498434
2015-08-10,-0.8519535660111113
2015-08-11,-0.8519848889813205
2015-08-12,-0.8520094991686075
2015-08-13,-0.8520288034643877
2015-08-14,-0.8520439266812518
2015-08-17,-0.8520557628365844
2015-08-18,-0.8520650193881261
2015-08-19,-0.8520722543058095
2015-08-20,-0.8520779065464006
2015-08-21,-0.8520823207701701
2015-08-24,-0.8520857671948567
2015-08-25,-0.8520884574311636
2015-08-26,-0.8520905570468175
2015-08-27,-0.8520921954956598
2015-08-28,-0.8520934739408441
2015-08-31,-0.8520944714046751
2015-09-01,-0.8515122333003201
2015-09-02,-0.8516404302500726
2015-09-03,-0.8517403955389913
2015-09-04,-0.8518183367106706
2015-09-07,-0.8518791113844519
2015-09-08,-0.8519265037412994
2015-09-09,-0.8519634625136214
2015-09-10,-0.8519922859167164
2015-09-11,-0.8520147654589968
2015-09-14,-0.8520322978446982
2015-09-15,-0.8520459720923684
2015-09-16,-0.8520566373856707
2015-09-17,-0.8520649559347745
2015-09-18,-0.8520714441701828
2015-09-21,-0.8520765048506644
2015-09-22,-0.852080452093246
2015-09-23,-0.8520835308879452
2015-09-24,-0.8520859323139796
2015-09-25,-0.8520878054051866
2015-09-28,-0.8520892664030892
2015-09-29,-0.8520904059730858
2015-09-30,-0.852091294832348
2015-10-01,-0.8523857210958882
2015-10-02,-0.8523179237010557
2015-10-05,-0.8522668759889126
2015-10-06,-0.8522281664407346
2015-10-07,-0.8521986492965334
2015-10-08,-0.8521760385351366
