date,FRA_banking_system_f1__FRA_banking_system_f2
2015-08-26,-0.916303549744301
2015-08-27,-0.9163072928636224
2015-08-28,-0.9163097750864115
2015-08-31,-0.9163114210726668
2015-09-01,-0.9135216628284429
2015-09-02,-0.9140928890856854
2015-09-03,-0.9146772709704425
2015-09-04,-0.915157176764534
2015-09-07,-0.915516656951313
2015-09-08,-0.9157733551315813
2015-09-09,-0.9159516831779961
2015-09-10,-0.9160735128099763
2015-09-11,-0.9161558749384282
2015-09-14,-0.9162111824846247
2015-09-15,-0.9162481610804628
2015-09-16,-0.9162728147405377
2015-09-17,-0.9162892206961297
2015-09-18,-0.9163001247377961
2015-09-21,-0.9163073661091232
2015-09-22,-0.9163121725208403
2015-09-23,-0.9163153616111144
2015-09-24,-0.9163174770986473
2015-09-25,-0.916318880191554
2015-09-28,-0.916319810694014
2015-09-29,-0.9163204277419252
2015-09-30,-0.9163208369088662
2015-10-01,-0.9124491915772166
2015-10-02,-0.9133285826514563
2015-10-05,-0.9141473894285493
2015-10-06,-0.914795616785895
2015-10-07,-0.9152722748077138
2015-10-08,-0.9156090917230484
2015-10-09,-0.9158416008353989
2015-10-12,-0.9159998183661503
2015-10-13,-0.9161065104535167
2015-10-14,-0.9161780389958388
2015-10-15,-0.9162258119801994
2015-10-16,-0.9162576399970384
2015-10-19,-0.916278810427277
2015-10-20,-0.9162928768491573
2015-10-21,-0.9163022164794957
2015-10-22,-0.9163084147723705
2015-10-23,-0.9163125270241714
2015-10-26,-0.9163152547331052
2015-10-27,-0.9163170638107188
2015-10-28,-0.9163182635231825
2015-10-29,-0.9163190590799186
2015-10-30,-0.9163195866108375
2015-11-02,-0.9163199364055664
2015-11-03,-0.9142137979404454
2015-11-04,-0.9146557058569552
2015-11-05,-0.9150985531964457
2015-11-06,-0.9154590967134064
2015-11-09,-0.9157279003435881
2015-11-10,-0.9159193078969832
2015-11-11,-0.916052043873589
2015-11-12,-0.9161426233318786
2015-11-13,-0.916203813907094
2015-11-16,-0.9162448845973636
2015-11-17,-0.9162723357344925
2015-11-18,-0.9162906336035516
2015-11-19,-0.9163028083700074
2015-11-20,-0.9163108994578141
