date,DEU_public_finance_f1__DEU_public_finance_f2
2023-10-19,0.8142008110436557
2023-10-20,0.8252069052016612
2023-10-23,0.8341873537491917
2023-10-24,0.8414484920647752
2023-10-25,0.8472761945527947
2023-10-26,0.851925642403602
2023-10-27,0.8556174082405034
2023-10-30,0.8585376476327793
2023-10-31,0.8608406604993
2023-11-01,0.8725175748577739
2023-11-02,0.8716918434408647
2023-11-03,0.8710794434222453
2023-11-06,0.8706263352478778
2023-11-07,0.8702908218360189
2023-11-08,0.8700416235430174
2023-11-09,0.8698557001392521
2023-11-10,0.8697162567584895
2023-11-13,0.8696111041012766
2023-11-14,0.8695313932074786
2023-11-15,0.8694706772820897
2023-11-16,0.8694242328280558
2023-11-17,0.8693885751354117
2023-11-20,0.8693611145566442
2023-11-21,0.8693399127323777
2023-11-22,0.8693235090407568
2023-11-23,0.8693107962184279
2023-11-24,0.8693009304737604
2023-11-27,0.8692932659289261
2023-11-28,0.8692873063605377
2023-11-29,0.8692826693579316
2023-11-30,0.869279059486637
2023-12-01,0.8200049254358337
2023-12-04,0.4004728348103663
2023-12-05,0.0953477544717308
2023-12-06,-0.1303938459018024
2023-12-07,-0.29952359202995005
2023-12-08,-0.4274387107358454
2023-12-11,-0.5248737553215774
2023-12-12,-0.5994947009741934
2023-12-13,-0.6568807511796634
2023-12-14,-0.7011533848308883
2023-12-15,-0.7353931827774485
2023-12-18,-0.7619240712048813
2023-12-19,-0.7825119353063721
2023-12-20,-0.7985062807711178
2023-12-21,-0.8109430241744614
2023-12-22,-0.820620146273779
2023-12-25,-0.8281540257333069
2023-12-26,-0.8340217867639512
2023-12-27,-0.8385933777800187
2023-12-28,-0.8421560209622685
2023-12-29,-0.8449329386614087
2024-01-01,-0.8470977522507368
2024-01-02,-0.013380161727808723
2024-01-03,0.0511453121608267
2024-01-04,0.11296377227398725
2024-01-05,0.1731350032682754
2024-01-08,0.23227524831961327
2024-01-09,0.290642761995727
2024-01-10,0.3481881626804939
2024-01-11,0.40459757705758387
2024-01-12,0.4593460663675019
2024-01-15,0.5117699483172047
2024-01-16,0.5611569017306791
2024-01-17,0.6068431903578578
2024-01-18,0.6483011534733675
2024-01-19,0.6852002550339293
2024-01-22,0.7174317097817704
2024-01-23,0.7450968571709672
2024-01-24,0.7684683528670979
2024-01-25,0.7879375674524911
2024-01-26,0.8039608827240267
2024-01-29,0.8170136877066795
2024-01-30,0.827556213893559
2024-01-31,0.8360116038019051
2024-02-01,0.7789816128641597
2024-02-02,0.7508040000953505
2024-02-05,0.7302730479709117
2024-02-06,0.7159043188129667
2024-02-07,0.7063631018655107
2024-02-08,0.7004723886980085
2024-02-09,0.6972272769949196
2024-02-12,0.6958046265464128
2024-02-13,0.6955613957313567
2024-02-14,0.6960204163975582
2024-02-15,0.6968465685317271
2024-02-16,0.6978182797886502
2024-02-19,0.6987990898390618
2024-02-20,0.6997125734717451
2024-02-21,0.7005221929595917
2024-02-22,0.7012162784472784
2024-02-23,0.7017975201658877
2024-02-26,0.7022760277677949
2024-02-27,0.7026649995462925
2024-02-28,0.7029781877038933
2024-02-29,0.7032285362457745
2024-03-01,-0.14365341081821087
2024-03-04,-0.18600359514111536
2024-03-05,-0.22899824030422025
2024-03-06,-0.2729730274925737
2024-03-07,-0.3180228958786893
2024-03-08,-0.36401839219102716
2024-03-11,-0.4106161966113989
2024-03-12,-0.4572787640206861
2024-03-13,-0.5033132274045226
2024-03-14,-0.5479335012058859
2024-03-15,-0.5903413638848197
2024-03-18,-0.6298141497206923
2024-03-19,-0.6657819696749531
2024-03-20,-0.6978787863673208
2024-03-21,-0.7259589559919498
2024-03-22,-0.7500806627298569
2024-03-25,-0.7704656278942695
2024-03-26,-0.7874478315787558
2024-03-27,-0.8014227510105553
2024-03-28,-0.8128047256757818
2024-03-29,-0.8219957371621743
2024-04-01,-0.8293655787812194
2024-04-02,-0.8366643953726073
2024-04-03,-0.840503218917274
2024-04-04,-0.843744912912946
2024-04-05,-0.8464345247843132
2024-04-08,-0.8486358795694252
2024-04-09,-0.8504186438489578
2024-04-10,-0.8518505590191996
2024-04-11,-0.8529932995989123
2024-04-12,-0.8539006977081164
2024-04-15,-0.854618402616702
2024-04-16,-0.8551843354952446
2024-04-17,-0.8556295264302076
2024-04-18,-0.8559790831768749
2024-04-19,-0.8562531502211423
2024-04-22,-0.8564677861909338
2024-04-23,-0.8566357296643581
2024-04-24,-0.8567670473724506
2024-04-25,-0.8568696713931041
2024-04-26,-0.856949837696155
2024-04-29,-0.8570124402422757
2024-04-30,-0.8570613145729534
2024-05-01,-0.237361371227261
2024-05-02,-0.046897856920036035
2024-05-03,0.11581486982988767
2024-05-06,0.2538413415460988
2024-05-07,0.3698995182921199
2024-05-08,0.4665592733500534
2024-05-09,0.5463012738094045
2024-05-10,0.6115002011430181
2024-05-13,0.664378870972339
2024-05-14,0.7069627089131507
2024-05-15,0.7410491558210877
2024-05-16,0.7681958771968224
2024-05-17,0.7897255120449461
2024-05-20,0.8067422036814728
2024-05-21,0.8201549519537297
2024-05-22,0.8307037250902013
2024-05-23,0.838985480929275
2024-05-24,0.8454783579955752
2024-05-27,0.850563150995383
2024-05-28,0.854541768536811
2024-05-29,0.8576527294378877
2024-05-30,0.8600839488528795
